h3,incidents,avg_on_scene,min_on_scene,max_on_scene,geometry
882830bb27fffff,16,11.75,0.0,22.0,"POLYGON ((-122.45085595678597 37.98693764277467, -122.44637511487696 37.99047904636485, -122.4478270706732 37.99516102082769, -122.45376020775122 37.996301406458564, -122.45824083478207 37.99275988676595, -122.45678853966183 37.98807809755488, -122.45085595678597 37.98693764277467))"
882830bb2bfffff,22,10.363636363636363,0.0,16.0,"POLYGON ((-122.46429586368667 37.976312431157645, -122.45981633118184 37.97985433507859, -122.46126861938016 37.98453638564311, -122.46720077917112 37.98567634688746, -122.4716800965474 37.98213432688653, -122.47022746931003 37.977452461731225, -122.46429586368667 37.976312431157645))"
882830bb31fffff,119,14.352941176470589,0.0,200.0,"POLYGON ((-122.47906480614009 37.98795521316017, -122.4745857040783 37.99149734918847, -122.47603868439667 37.99617850622751, -122.48197110570415 37.997317341779095, -122.4864499922655 37.99377508977602, -122.48499667306858 37.98909411820611, -122.47906480614009 37.98795521316017))"
882830bb33fffff,1,18.0,18.0,18.0,"POLYGON ((-122.4864499922655 37.99377508977602, -122.48197110570415 37.997317341779095, -122.48342443207262 38.00199805186408, -122.48935698384943 38.003136324456946, -122.49383565472435 37.999593956531754, -122.49238198955764 37.99491343194579, -122.4864499922655 37.99377508977602))"
882830bb35fffff,99,12.818181818181818,0.0,38.0,"POLYGON ((-122.46865341343278 37.99035795075302, -122.46417354881082 37.99389977872972, -122.46562619006801 37.99858112114425, -122.47155903505711 37.99972045021656, -122.47603868439667 37.99617850622751, -122.4745857040783 37.99149734918847, -122.46865341343278 37.99035795075302))"
882830bb37fffff,2,21.0,19.0,23.0,"POLYGON ((-122.47603868439667 37.99617850622751, -122.47155903505711 37.99972045021656, -122.47301202244466 38.00440134570699, -122.47894499820147 38.0055401118129, -122.48342443207262 38.00199805186408, -122.48197110570415 37.997317341779095, -122.47603868439667 37.99617850622751))"
882830bb39fffff,155,11.593548387096774,0.0,41.0,"POLYGON ((-122.48209038780263 37.97973146687618, -122.47761183291959 37.983273794733776, -122.47906480614009 37.98795521316017, -122.48499667306858 37.98909411820611, -122.48947501241915 37.98555167435873, -122.48802170042244 37.98087044146515, -122.48209038780263 37.97973146687618))"
882830bb3bfffff,31,11.32258064516129,0.0,24.0,"POLYGON ((-122.48947501241915 37.98555167435873, -122.48499667306858 37.98909411820611, -122.4864499922655 37.99377508977602, -122.49238198955764 37.99491343194579, -122.49686011318983 37.991370872161276, -122.495406455297 37.9866900861541, -122.48947501241915 37.98555167435873))"
882830bb3dfffff,298,12.835570469798657,0.0,200.0,"POLYGON ((-122.4716800965474 37.98213432688653, -122.46720077917112 37.98567634688746, -122.46865341343278 37.99035795075302, -122.4745857040783 37.99149734918847, -122.47906480614009 37.98795521316017, -122.47761183291959 37.983273794733776, -122.4716800965474 37.98213432688653))"
882830bb41fffff,25,8.4,0.0,16.0,"POLYGON ((-122.47639944055008 37.94341208701867, -122.47192209591005 37.94695475687577, -122.47337435613335 37.951637851239845, -122.47930429967523 37.952778090092686, -122.48378142905844 37.94923530409507, -122.48232883020526 37.94455239539508, -122.47639944055008 37.94341208701867))"
882830bb49fffff,836,18.70334928229665,0.0,200.0,"POLYGON ((-122.4794239853134 37.93518587129277, -122.47494718739233 37.938728732108586, -122.47639944055008 37.94341208701867, -122.48232883020526 37.94455239539508, -122.48680541283747 37.94100941842351, -122.48535282115208 37.93632624924121, -122.4794239853134 37.93518587129277))"
882830bb4bfffff,147,15.517006802721088,0.0,200.0,"POLYGON ((-122.48680541283747 37.94100941842351, -122.48232883020526 37.94455239539508, -122.48378142905844 37.94923530409507, -122.48971094904003 37.950375050075706, -122.49418731619775 37.94683195700113, -122.4927343788971 37.94214923405888, -122.48680541283747 37.94100941842351))"
882830bb51fffff,908,11.566079295154186,0.0,200.0,"POLYGON ((-122.50156969519512 37.95265348682273, -122.4970935436976 37.956196695947554, -122.49854683392161 37.960878711843954, -122.50447661397878 37.962017332807925, -122.50895254963038 37.958474007685616, -122.50749892111943 37.953792177606765, -122.50156969519512 37.95265348682273))"
882830bb53fffff,1671,12.127468581687612,0.0,200.0,"POLYGON ((-122.50895254963038 37.958474007685616, -122.50447661397878 37.962017332807925, -122.50593024987812 37.96669890211097, -122.51186015968436 37.96783696045426, -122.5163358793043 37.964293519387255, -122.51488190519841 37.95961213593159, -122.50895254963038 37.958474007685616))"
882830bb55fffff,58,15.879310344827585,0.0,200.0,"POLYGON ((-122.49116389358196 37.95505751243778, -122.48668697964133 37.95860041452321, -122.48813993139593 37.963282616143545, -122.49407013560929 37.96442172996447, -122.49854683392161 37.960878711843954, -122.4970935436976 37.956196695947554, -122.49116389358196 37.95505751243778))"
882830bb57fffff,1530,12.619607843137254,0.0,200.0,"POLYGON ((-122.49854683392161 37.960878711843954, -122.49407013560929 37.96442172996447, -122.49552343311952 37.96910348502134, -122.50145376737989 37.97024203621382, -122.50593024987812 37.96669890211097, -122.50447661397878 37.962017332807925, -122.49854683392161 37.960878711843954))"
882830bb59fffff,485,14.051546391752577,0.0,200.0,"POLYGON ((-122.50459201706762 37.94442781032929, -122.50011641228593 37.947971210248326, -122.50156969519512 37.95265348682273, -122.50749892111943 37.953792177606765, -122.51197431002343 37.95024866167506, -122.51052068892947 37.94556657098193, -122.50459201706762 37.94442781032929))"
882830bb5bfffff,200,14.65,0.0,200.0,"POLYGON ((-122.51197431002343 37.95024866167506, -122.50749892111943 37.953792177606765, -122.50895254963038 37.958474007685616, -122.51488190519841 37.95961213593159, -122.51935707803895 37.95606850404003, -122.51790311142362 37.95138685987229, -122.51197431002343 37.95024866167506))"
882830bb5dfffff,143,14.447552447552448,0.0,200.0,"POLYGON ((-122.49418731619775 37.94683195700113, -122.48971094904003 37.950375050075706, -122.49116389358196 37.95505751243778, -122.4970935436976 37.956196695947554, -122.50156969519512 37.95265348682273, -122.50011641228593 37.947971210248326, -122.49418731619775 37.94683195700113))"
8828310027fffff,1,7.0,7.0,7.0,"POLYGON ((-123.40572604210632 38.65525041124173, -123.40127759818684 38.65880737767427, -123.40277299951484 38.663433994208944, -123.40871717291823 38.66450345515804, -123.41316537824783 38.66094637928707, -123.41166964881407 38.656319951914774, -123.40572604210632 38.65525041124173))"
88283128b9fffff,3,18.0,18.0,18.0,"POLYGON ((-123.68817820484094 39.05748855973438, -123.68373074163922 39.0610468882759, -123.68524198814572 39.0656476240583, -123.69120102389213 39.06668984219154, -123.69564824049623 39.06313140687864, -123.69413666800239 39.05853086021318, -123.68817820484094 39.05748855973438))"
88283128bbfffff,6,21.0,14.0,31.0,"POLYGON ((-123.69564824049623 39.06313140687864, -123.69120102389213 39.06668984219154, -123.69271261577536 39.071290109728345, -123.69867175021194 39.07233175282131, -123.70311872003008 39.068773210792, -123.70160680224849 39.06417313239541, -123.69564824049623 39.06313140687864))"
88283128c9fffff,2,28.0,15.0,41.0,"POLYGON ((-123.68498372818415 39.01355583813501, -123.68053798421761 39.01711473819367, -123.68204846313016 39.02171752467839, -123.68800501181794 39.02276122179274, -123.69245050946968 39.01920221481181, -123.6909397047992 39.01459961764805, -123.68498372818415 39.01355583813501))"
8828312d27fffff,1,15.0,15.0,15.0,"POLYGON ((-123.70925786518042 39.10452511092318, -123.70480972908389 39.108083274982654, -123.70632241571631 39.11268129802867, -123.71228356443292 39.11372096800252, -123.71673145324806 39.110162697421536, -123.71521844067891 39.1055648633975, -123.70925786518042 39.10452511092318))"
882831c311fffff,1,37.0,37.0,37.0,"POLYGON ((-123.04182655715255 38.32237790445027, -123.03736893616859 38.32593017425073, -123.03884668719726 38.33058150605621, -123.04478239120478 38.33168037991745, -123.04923978298577 38.3281279978407, -123.04776170001175 38.3234768541886, -123.04182655715255 38.32237790445027))"
882831c5b7fffff,1,29.0,29.0,29.0,"POLYGON ((-123.22285661790144 38.50432341834941, -123.21840281955546 38.50787782321733, -123.21988958860227 38.512516208808535, -123.22583048619708 38.51360000095259, -123.23028405059966 38.510045485270076, -123.22879695140067 38.505407288267605, -123.22285661790144 38.50432341834941))"
882831ce57fffff,1,21.0,21.0,21.0,"POLYGON ((-123.12039191234695 38.44623723910491, -123.115933991216 38.44978981428291, -123.11741630442695 38.454433611337805, -123.12335687027876 38.45552464510305, -123.1278145599482 38.451971958430896, -123.12633191527708 38.4473283494972, -123.12039191234695 38.44623723910491))"
882831d123fffff,2,22.5,12.0,33.0,"POLYGON ((-122.9692667886439 38.23443465415509, -122.964808302503 38.23798625657908, -122.96628222516095 38.242643381370534, -122.97221496656961 38.24374871570325, -122.97667322547068 38.240197000367964, -122.97519897025225 38.235540063620874, -122.9692667886439 38.23443465415509))"
882831d805fffff,5,17.4,0.0,36.0,"POLYGON ((-122.88153652082492 38.29257286535704, -122.87706987106294 38.29612138090273, -122.87854151650086 38.30077848891526, -122.88448014611556 38.30188689430167, -122.88894657028744 38.298338265633134, -122.88747459048413 38.29368134471077, -122.88153652082492 38.29257286535704))"
882831d81bfffff,1,200.0,200.0,200.0,"POLYGON ((-122.92756463529544 38.29677514885857, -122.92310076168019 38.300324806246245, -122.92457410027298 38.30498044520552, -122.93051164617388 38.306086239368156, -122.93497529317945 38.30253646908491, -122.93350162094322 38.297881017544256, -122.92756463529544 38.29677514885857))"
882831d829fffff,1,0.0,0.0,0.0,"POLYGON ((-122.8711313615313 38.29501240882448, -122.86666393756208 38.29856061860473, -122.8681352484494 38.30321791361625, -122.87407431790592 38.30432681185826, -122.87854151650086 38.30077848891526, -122.87706987106294 38.29612138090273, -122.8711313615313 38.29501240882448))"
882831d839fffff,1,9.0,9.0,9.0,"POLYGON ((-122.89635708501201 38.30410264559143, -122.89189088661679 38.307651387329244, -122.89336322316782 38.31230758799839, -122.89930209236265 38.31341485979386, -122.90376806479456 38.30986600504031, -122.90229539404437 38.305209991516755, -122.89635708501201 38.30410264559143))"
882831d843fffff,5,35.8,0.0,103.0,"POLYGON ((-122.8979266449246 38.27371966431622, -122.89346186673505 38.277268869585, -122.89493382406417 38.28192632307287, -122.90087089360846 38.28303438399352, -122.90533544593409 38.27948506561453, -122.90386315462872 38.274827799434796, -122.8979266449246 38.27371966431622))"
882831d845fffff,1,0.0,0.0,0.0,"POLYGON ((-122.88011647458282 38.27039314144832, -122.87565069672281 38.273941928371364, -122.87712197446959 38.27860002237397, -122.88305936437013 38.279709142274044, -122.88752491676819 38.2761602421473, -122.88605330477704 38.27150233533391, -122.88011647458282 38.27039314144832))"
882831d84dfffff,1,0.0,0.0,0.0,"POLYGON ((-122.88311043729652 38.26218580254465, -122.8786452079384 38.26573478143222, -122.88011647458282 38.27039314144832, -122.88605330477704 38.27150233533391, -122.89051830864408 38.267953243228924, -122.88904670785733 38.26329507046547, -122.88311043729652 38.26218580254465))"
882831d859fffff,1,19.0,19.0,19.0,"POLYGON ((-122.91872645691936 38.268836117351384, -122.91426322757839 38.272385932201075, -122.91573585267487 38.27704301098157, -122.9216720407678 38.27815008743179, -122.92613504381423 38.27460015955189, -122.92466208511166 38.26994326826165, -122.91872645691936 38.268836117351384))"
882831d85dfffff,1,0.0,0.0,0.0,"POLYGON ((-122.90832715846584 38.271278289258326, -122.90386315462872 38.274827799434796, -122.90533544593409 38.27948506561453, -122.91127207491705 38.28059263422827, -122.91573585267487 38.27704301098157, -122.91426322757839 38.272385932201075, -122.90832715846584 38.271278289258326))"
882831d8e9fffff,1,0.0,0.0,0.0,"POLYGON ((-122.92158302812278 38.3131852829229, -122.9171180570548 38.316734556009656, -122.9185914187165 38.32138966164456, -122.92453008534308 38.32249530691061, -122.92899482985908 38.318945920955414, -122.92752113434997 38.314291002612315, -122.92158302812278 38.3131852829229))"
882831da05fffff,3,12.333333333333334,0.0,37.0,"POLYGON ((-122.90248650516995 38.23512067402305, -122.89802369442127 38.23867053195847, -122.89949526142864 38.24332950162055, -122.90542997288568 38.2444384258227, -122.90989255784076 38.24088845466832, -122.90842065718175 38.23622967254042, -122.90248650516995 38.23512067402305))"
882831da07fffff,9,2.4444444444444446,0.0,22.0,"POLYGON ((-122.90989255784076 38.24088845466832, -122.90542997288568 38.2444384258227, -122.90690188493404 38.24909694253985, -122.9128367155554 38.250205300550434, -122.91729907453069 38.24665521623085, -122.91582682891377 38.241996887075565, -122.90989255784076 38.24088845466832))"
882831da09fffff,5,16.6,11.0,23.0,"POLYGON ((-122.91587229377883 38.22447011020813, -122.9114108048376 38.228020463055465, -122.91288269407966 38.23267951043538, -122.91881640567722 38.233788017288866, -122.92327766858091 38.2302375512486, -122.92180544597392 38.225578691557445, -122.91587229377883 38.22447011020813))"
882831da11fffff,2,16.5,0.0,33.0,"POLYGON ((-122.93808980836305 38.24176937637309, -122.93362899809283 38.245320068637845, -122.93510192195927 38.249977757017014, -122.94103598926078 38.25108456536947, -122.94549657293511 38.24753376007318, -122.94402331595313 38.24287625946564, -122.93808980836305 38.24176937637309))"
882831da15fffff,2,0.0,0.0,0.0,"POLYGON ((-122.92769504916419 38.24421269404934, -122.92323346446983 38.24776308245872, -122.9247060550358 38.25242095851847, -122.93064056364597 38.25352825849791, -122.93510192195927 38.249977757017014, -122.93362899809283 38.245320068637845, -122.92769504916419 38.24421269404934))"
882831da1dfffff,1,32.0,32.0,32.0,"POLYGON ((-122.93068350684364 38.236003973367595, -122.92622247016362 38.239554552547034, -122.92769504916419 38.24421269404934, -122.93362899809283 38.245320068637845, -122.93808980836305 38.24176937637309, -122.93661689616378 38.2371114226148, -122.93068350684364 38.236003973367595))"
882831da21fffff,11,5.090909090909091,0.0,30.0,"POLYGON ((-122.88909675103868 38.245769752270554, -122.88463261838261 38.24931911446239, -122.88610386273908 38.25397800602976, -122.8920395737393 38.25508734803548, -122.89650348084605 38.25153787259868, -122.8950319025512 38.24687916841083, -122.88909675103868 38.245769752270554))"
882831da25fffff,1,0.0,0.0,0.0,"POLYGON ((-122.87869702714336 38.24820920624089, -122.87423212085268 38.25175826359994, -122.87570303108579 38.25641734245559, -122.88163918178225 38.25752717667362, -122.88610386273908 38.25397800602976, -122.88463261838261 38.24931911446239, -122.87869702714336 38.24820920624089))"
882831da2bfffff,29,27.20689655172414,0.0,200.0,"POLYGON ((-122.89949526142864 38.24332950162055, -122.8950319025512 38.24687916841083, -122.89650348084605 38.25153787259868, -122.90243875182121 38.25264672253524, -122.90690188493404 38.24909694253985, -122.90542997288568 38.2444384258227, -122.89949526142864 38.24332950162055))"
